male,white,black,hispanic,mompro2,poppro2,siblings,norest96,norcen96,south96,west96,height81,height85,esteem80,athlets,wage96,hgc96,daded79,momed79,age,clubnum
0,1,0,0,0,0,3,,,,,65,65,26,0,,,12,8,,3
1,1,0,0,0,0,3,,,,,71,71,28,1,,,,10,,0
1,1,0,0,0,0,3,,,,,68,68,19,0,,,12,9,,0
1,0,1,0,0,0,2,,,,,67,,28,,,,6,6,,
0,0,1,0,0,0,4,0,0,1,0,63,64,26,0,,14,16,12,,2
0,0,0,1,0,0,5,0,0,1,0,63,62,,0,,7,,7,36,0
1,0,0,1,0,0,5,0,0,1,0,62,64,,0,17.495672,13,,,34,1
1,0,0,1,0,0,3,1,0,0,0,67,,,,26.442308,14,11,12,39,
0,0,1,0,0,0,5,,,,,66,66,25,0,,,12,12,,1
0,0,1,0,0,0,6,1,0,0,0,69,69,26,0,18.853695,19,12,12,31,2
0,0,1,0,0,0,2,0,0,1,0,64,64,23,0,6.4685316,12,11,12,34,1
1,0,1,0,0,0,7,0,0,1,0,67,66,26,0,3.4210527,12,,,37,0
0,0,0,1,0,0,3,1,0,0,0,62,62,21,0,14.903846,12,12,11,33,0
0,0,0,1,0,0,3,0,0,1,0,,62,24,0,3.3333333,14,18,12,37,0
1,0,0,1,0,0,3,,,,,64,65,,1,,,16,12,,1
0,1,0,0,0,0,3,,,,,63,63,,0,,,,10,,0
0,0,0,1,0,0,2,1,0,0,0,59,,22,,2.3809524,12,,12,32,
1,0,1,0,0,0,3,1,0,0,0,67,66,,0,7.3068895,12,12,9,35,1
1,0,1,0,0,0,2,1,0,0,0,74,74,28,1,8.0128202,12,,11,37,0
0,0,1,0,0,0,2,1,0,0,0,57,58,26,0,3.6764705,11,,11,32,0
1,0,1,0,0,0,2,1,0,0,0,66,65,24,0,0,8,,11,,1
0,0,1,0,0,0,9,1,0,0,0,62,62,23,0,6.7307692,13,12,,38,0
1,0,1,0,0,0,8,1,0,0,0,68,68,23,1,11,12,12,12,34,0
0,0,1,0,0,0,3,1,0,0,0,67,67,27,0,9.1346149,11,10,9,,0
1,0,1,0,0,0,2,,,,,65,,,,,,11,12,,
1,0,1,0,0,0,7,1,0,0,0,69,71,27,0,,14,,,37,2
0,0,0,1,0,0,6,1,0,0,0,63,63,21,0,,12,8,3,,0
0,0,0,1,0,0,1,,,,,,,,,,,,7,,
0,0,0,1,0,0,4,1,0,0,0,62,62,24,0,2.7573528,17,12,,39,0
1,0,1,0,0,0,4,1,0,0,0,72,72,22,0,22.784811,13,,12,,1
1,0,1,0,0,0,4,1,0,0,0,69,72,20,0,8.2417583,9,12,12,31,0
0,0,1,0,0,0,2,1,0,0,0,70,72,24,0,12.912087,14,12,12,,0
0,0,1,0,0,0,3,1,0,0,0,63,64,26,0,20.08547,18,,,,3
1,0,1,0,0,0,3,1,0,0,0,69,70,23,0,13.461538,15,,12,33,0
1,0,1,0,0,0,4,1,0,0,0,67,69,28,1,,12,11,11,,1
0,0,1,0,0,0,6,,,,,,66,24,1,,,7,7,39,2
1,0,1,0,0,0,7,1,0,0,0,74,74,21,1,11.556603,16,12,12,37,0
1,0,1,0,0,0,3,1,0,0,0,63,62,22,0,6.4903846,18,,,34,0
0,0,0,1,0,1,3,1,0,0,0,67,67,28,0,24.825174,16,16,12,37,4
0,0,0,1,0,0,2,1,0,0,0,60,60,23,1,33.333332,12,12,11,34,1
1,0,0,1,0,0,2,1,0,0,0,64,65,26,0,6.7632852,9,,,33,1
0,0,0,1,0,0,4,1,0,0,0,61,62,26,0,,12,,,36,0
0,0,0,1,0,0,4,0,0,1,0,61,61,27,0,4,12,3,7,34,0
0,0,0,1,0,0,13,1,0,0,0,62,61,24,0,,12,,3,36,0
1,0,0,1,0,0,14,1,0,0,0,72,72,21,1,8.8942308,12,3,3,35,0
0,0,0,1,0,0,13,1,0,0,0,59,59,25,0,6.6037736,12,,3,33,1
0,0,0,1,0,0,13,1,0,0,0,62,62,25,1,15.384615,12,,3,32,1
1,0,1,0,0,0,4,1,0,0,0,71,73,20,0,,12,12,12,35,0
0,0,1,0,0,0,1,,,,,,63,21,0,,,,9,,1
1,0,1,0,0,0,5,1,0,0,0,,67,,0,6.7307692,12,12,,33,0
0,0,1,0,0,0,3,,,,,,64,,,,,12,12,36,
0,0,1,0,0,0,2,1,0,0,0,67,67,21,1,19.565218,17,,9,,0
1,0,1,0,0,0,7,0,0,1,0,72,72,22,0,12.432432,17,,12,38,0
0,0,1,0,0,0,7,1,0,0,0,73,75,22,1,,14,,12,34,1
0,0,1,0,0,0,4,,,,,64,65,,0,,,,,,1
0,0,1,0,0,0,1,0,0,1,0,64,62,23,0,,14,,11,33,2
0,0,1,0,0,0,1,1,0,0,0,64,64,25,0,12.5,12,,11,32,1
0,0,1,0,0,0,8,1,0,0,0,69,69,24,1,11.813187,14,9,9,38,2
0,0,1,0,0,0,8,0,0,1,0,72,72,23,0,11.111111,12,9,10,35,1
0,0,1,0,0,0,6,,,,,63,63,24,0,,,,,,3
1,0,1,0,0,0,6,1,0,0,0,66,69,,1,6.7264576,9,,,32,0
1,0,1,0,0,0,1,0,0,1,0,69,72,20,0,12.903226,12,12,10,32,1
0,0,1,0,0,0,11,1,0,0,0,51,64,19,0,,12,12,12,34,0
1,0,1,0,0,0,11,,,,,61,61,18,0,,,10,9,,0
0,0,0,1,0,0,8,1,0,0,0,63,63,23,0,12.393163,14,,,38,0
1,0,0,1,0,0,3,1,0,0,0,61,62,22,0,7.0850201,11,8,8,35,0
0,0,0,1,0,0,2,1,0,0,0,62,63,20,0,8.1730766,12,6,,33,0
0,1,0,0,1,1,3,,,,,67,67,24,0,,,16,14,,3
0,1,0,0,1,1,4,,,,,66,67,21,0,,,17,15,,1
1,0,0,1,0,0,2,1,0,0,0,77,74,24,1,16.153847,14,8,16,35,0
1,0,1,0,0,0,8,1,0,0,0,68,67,28,0,13.80597,15,12,12,35,0
1,0,1,0,0,0,4,0,0,1,0,69,69,21,0,10.482181,12,0,10,33,0
1,0,1,0,1,0,3,1,0,0,0,67,67,16,0,,12,16,18,38,0
0,0,0,1,0,0,4,1,0,0,0,65,65,21,0,4.8782053,8,,,36,0
0,0,0,1,0,0,1,1,0,0,0,62,61,19,0,,8,,,37,0
0,0,0,1,0,0,12,1,0,0,0,60,59,20,0,,14,1,2,37,0
1,0,0,1,0,0,11,,,,,67,67,21,0,,12,1,1,36,0
1,0,0,1,0,0,7,0,0,1,0,71,71,27,1,26.282051,19,3,8,34,4
0,0,0,1,0,0,5,,,,,65,,20,0,,,9,0,,0
1,0,0,1,0,1,8,,,,,73,72,28,0,,,20,11,,0
1,0,1,0,0,0,1,1,0,0,0,69,69,25,1,24.038462,14,,14,36,1
0,0,0,1,0,0,5,1,0,0,0,62,61,,0,,9,0,3,32,0
1,0,1,0,0,0,6,1,0,0,0,,69,,1,16.826923,12,7,11,33,0
1,1,0,0,0,0,0,,,,,69,70,23,0,,,12,12,,0
0,0,0,1,0,0,3,,,,,,64,24,1,,,,12,34,0
1,0,0,1,0,0,2,1,0,0,0,66,70,21,0,17.582418,13,16,12,,0
1,0,0,1,0,0,9,1,0,0,0,,67,26,0,8.6057692,10,3,5,36,0
1,0,0,1,0,0,9,1,0,0,0,63,63,22,0,,9,,,33,0
0,0,0,1,0,0,3,1,0,0,0,63,63,21,0,1.9230769,12,5,8,37,0
0,0,0,1,0,0,5,1,0,0,0,67,67,,0,,9,3,9,,0
1,0,0,1,0,0,4,0,0,1,0,61,61,25,0,,12,8,8,36,1
1,0,0,1,0,0,5,1,0,0,0,66,66,20,0,12.019231,11,12,10,,0
1,0,0,1,0,0,4,1,0,0,0,68,66,21,1,,12,2,10,,0
1,0,0,1,0,0,3,0,0,1,0,64,67,21,0,16.826923,12,3,2,32,0
0,0,0,1,0,1,4,1,0,0,0,62,61,23,0,,9,11,12,34,0
1,0,0,1,0,0,4,1,0,0,0,69,63,22,1,,12,10,12,34,0
1,0,0,1,0,1,4,1,0,0,0,64,64,23,1,18.205494,14,,,37,1
1,0,0,1,0,0,6,,,,,67,68,27,,,,11,9,35,
0,0,0,1,0,0,4,,,,,,,,,,,12,11,,
0,0,0,1,0,0,4,,,,,,,,,,,11,11,,
1,0,1,0,0,0,5,1,0,0,0,65,64,21,0,4.0865383,12,12,8,35,0
1,0,0,1,0,1,1,0,0,1,0,71,71,26,1,32.407406,13,,11,35,3
1,0,0,1,1,1,4,0,0,0,1,71,72,26,0,13.297873,14,8,12,34,0
1,0,1,0,0,0,2,1,0,0,0,70,69,26,1,19.23077,15,12,10,34,0
1,0,0,1,0,0,2,1,0,0,0,68,68,26,0,23.461538,13,6,6,38,0
0,0,1,0,0,0,6,1,0,0,0,60,63,19,0,,3,6,3,37,0
1,0,0,1,0,0,2,1,0,0,0,62,63,23,0,14.230769,13,12,12,32,0
1,0,0,1,0,0,6,1,0,0,0,69,70,25,0,9.2764378,9,8,3,35,0
0,0,0,1,0,0,4,1,0,0,0,63,63,28,0,6.875,12,,9,33,0
1,0,0,1,0,1,1,1,0,0,0,72,74,21,0,16.720085,12,8,8,32,3
1,0,0,1,0,0,4,,,,,67,68,23,1,,,7,9,,0
0,0,0,1,0,0,4,,,,,64,64,24,0,,,7,8,,0
1,0,0,1,0,0,4,0,0,0,1,68,67,22,1,12.307693,14,7,10,33,3
0,0,0,1,0,0,2,1,0,0,0,63,63,22,0,18.406593,14,14,8,38,0
1,0,1,0,0,0,7,,,,,83,73,24,0,,,12,11,,0
0,0,1,0,0,0,7,,,,,66,66,17,0,,,6,11,,0
1,0,0,1,0,0,2,1,0,0,0,66,65,28,0,13.049451,15,2,0,38,0
0,0,0,1,0,0,4,1,0,0,0,64,64,28,0,36.943321,16,12,9,37,0
0,0,0,1,0,0,4,1,0,0,0,65,65,24,0,18.082191,16,12,9,33,0
0,0,0,1,0,1,4,1,0,0,0,65,65,23,1,21.978022,13,12,9,32,2
1,0,1,0,0,0,2,0,0,1,0,74,74,21,0,5.7159443,12,8,12,,0
0,0,0,1,0,1,4,,,,,63,63,23,0,,,12,9,,0
1,1,0,0,0,0,1,,,,,72,72,28,1,,,8,8,,1
0,1,0,0,0,0,1,,,,,67,66,26,0,,,5,5,,0
0,0,0,1,0,0,2,1,0,0,0,66,66,23,0,13.461538,12,12,12,32,0
1,0,0,1,0,0,0,1,0,0,0,68,68,23,0,15.384615,12,6,8,38,0
0,0,0,1,0,0,3,1,0,0,0,59,58,,0,,12,0,9,36,0
0,0,0,1,0,0,2,1,0,0,0,62,63,26,1,38.577198,19,16,15,32,3
1,1,0,0,0,0,3,,,,,67,67,27,1,,,12,12,,0
0,0,0,1,0,0,2,1,0,0,0,64,63,,0,11.538462,12,7,6,39,0
0,0,0,1,0,0,1,0,0,1,0,60,60,27,0,,16,8,12,38,0
0,1,0,0,0,0,2,,,,,61,61,22,0,,,6,5,,1
0,1,0,0,0,0,1,,,,,60,60,26,0,,,2,0,,0
0,0,0,1,0,0,9,1,0,0,0,53,,27,,5.7692308,8,,0,,
1,0,1,0,0,0,2,,,,,68,69,,,,,8,12,,
1,0,1,0,0,0,3,,,,,70,70,20,0,,,,12,,0
0,0,0,1,0,0,7,1,0,0,0,64,65,21,0,9.8752594,14,12,10,32,1
1,0,0,1,0,0,9,1,0,0,0,71,71,20,0,21.334135,13,12,14,38,1
1,0,1,0,0,0,9,1,0,0,0,67,,26,1,15.625,13,12,12,35,0
1,0,1,0,0,0,7,1,0,0,0,71,71,26,1,21.10577,12,12,12,34,0
0,0,1,0,1,0,2,0,0,0,1,63,63,26,1,,16,15,14,35,2
1,0,1,0,1,1,2,1,0,0,0,64,65,24,1,9.9322796,12,14,15,31,1
1,0,1,0,0,0,2,,,,,75,74,25,1,,,,,,0
0,0,1,0,0,1,0,1,0,0,0,67,,,0,111.42857,19,,16,33,2
1,0,1,0,1,0,1,0,0,1,0,69,,27,1,16.02564,18,14,18,35,4
1,0,1,0,0,0,1,,,,,74,73,22,0,,,12,12,,0
0,0,1,0,0,0,3,1,0,0,0,64,64,21,0,17.788462,12,12,12,37,1
1,0,1,0,0,0,3,1,0,0,0,68,65,24,0,,11,12,12,,1
0,0,1,0,0,0,2,0,0,1,0,66,66,20,0,,10,10,12,32,0
0,0,0,1,0,1,1,1,0,0,0,63,64,27,1,52.884617,20,12,16,32,3
1,0,1,0,0,0,1,1,0,0,0,71,70,27,0,40,14,12,11,34,0
1,0,1,0,0,0,1,0,0,1,0,68,68,27,1,20.161291,16,12,12,33,3
1,0,1,0,0,0,2,1,0,0,0,62,64,19,0,,12,12,10,,1
0,0,1,0,0,0,1,1,0,0,0,67,67,22,1,17.307692,15,9,12,38,3
1,0,1,0,0,0,1,1,0,0,0,73,73,26,1,22.235577,18,11,12,35,1
0,0,1,0,1,1,3,0,0,1,0,65,65,27,1,16.216217,13,17,16,34,1
0,0,1,0,1,1,3,0,0,1,0,66,66,26,0,9.8290596,16,17,16,35,2
0,0,0,1,0,0,0,,,,,64,,23,,,,12,,,
1,0,0,1,0,0,3,1,0,0,0,69,,22,0,14.423077,17,9,12,39,0
0,0,1,0,0,0,2,1,0,0,0,66,66,28,0,6.1688313,10,,,33,0
1,0,1,0,0,0,5,1,0,0,0,71,73,27,1,,13,12,14,35,0
1,0,1,0,0,0,5,1,0,0,0,65,65,21,1,,12,16,16,33,0
1,0,1,0,0,0,5,1,0,0,0,72,73,23,0,15.625,12,12,14,,0
0,0,1,0,0,0,2,1,0,0,0,65,65,20,0,12.637362,15,10,12,38,1
1,0,1,0,0,0,4,1,0,0,0,67,67,22,0,12.019231,11,,7,33,0
1,0,1,0,0,1,4,,,,,65,65,22,0,,,12,,,0
1,0,1,0,0,0,7,1,0,0,0,71,71,,0,,11,9,7,39,0
0,0,1,0,0,0,7,1,0,0,0,68,67,,0,3.6057692,10,7,9,37,0
1,0,1,0,0,0,7,1,0,0,0,74,70,25,0,,12,10,9,34,0
1,0,1,0,0,1,3,0,0,1,0,71,71,23,1,15.384615,9,12,12,32,0
0,0,1,0,0,0,4,1,0,0,0,61,61,27,0,0,16,12,14,38,0
0,0,1,0,0,0,4,1,0,0,0,66,67,25,0,0,14,,14,34,0
1,0,1,0,0,0,4,1,0,0,0,72,,27,,,13,12,14,,
1,0,1,0,0,0,3,1,0,0,0,73,73,,0,0,14,7,11,37,0
1,0,1,0,0,0,6,1,0,0,0,69,,22,0,13.736263,12,5,11,35,0
0,1,0,0,0,0,11,,,,,62,62,20,0,,,11,0,,0
0,0,0,1,1,0,5,,,,,65,65,19,0,,,9,7,,0
0,0,1,0,0,0,0,0,0,1,0,66,67,25,0,16.037735,17,12,12,31,1
0,0,0,1,0,0,4,,,,,62,62,21,1,,,,2,,0
1,0,1,0,1,0,4,0,0,1,0,71,72,23,0,6.7961164,12,10,11,36,0
0,0,1,0,1,0,4,1,0,0,0,63,65,20,0,17.912088,14,9,10,32,0
0,0,0,1,0,1,6,,,,,64,,22,,.625,14,20,14,36,
0,0,1,0,0,0,5,1,0,0,0,68,67,26,0,,12,9,9,37,0
1,0,1,0,0,0,5,1,0,0,0,,68,,1,8.8888893,12,12,12,,1
1,0,1,0,0,0,3,1,0,0,0,69,69,26,1,16.826923,12,,12,32,1
1,0,0,1,0,0,7,1,0,0,0,67,68,22,1,11.111111,12,12,7,36,0
0,0,0,1,0,0,7,1,0,0,0,62,62,21,0,,12,6,6,33,0
1,0,0,1,0,1,2,0,0,1,0,73,73,23,0,.11978022,14,6,4,36,0
0,0,0,1,0,0,2,0,0,1,0,68,68,23,0,17.932692,14,6,6,35,0
1,0,0,1,0,0,7,1,0,0,0,67,69,20,0,18.753447,10,,7,39,0
1,0,0,1,0,0,7,,,,,,66,,0,7.6923075,13,,,37,0
0,0,0,1,0,0,7,1,0,0,0,53,61,22,0,0,12,7,7,36,0
0,0,0,1,0,0,7,1,0,0,0,66,66,19,0,10.096154,12,8,6,33,0
1,0,0,1,0,0,2,1,0,0,0,72,72,21,0,19.23077,12,10,6,37,0
0,0,0,1,0,0,2,1,0,0,0,64,64,21,0,10.769231,12,9,8,35,0
1,0,1,0,1,0,9,0,0,1,0,66,66,20,0,0,12,11,13,33,0
0,0,1,0,1,0,9,1,0,0,0,60,62,20,0,15.865385,14,12,14,34,0
1,0,1,0,1,0,1,1,0,0,0,70,70,28,1,22.435898,16,12,14,36,0
1,0,1,0,0,0,2,1,0,0,0,69,69,21,1,14.632107,12,12,10,31,0
1,0,1,0,1,0,2,1,0,0,0,72,70,22,0,7.6923075,12,9,10,,0
1,0,1,0,0,0,3,1,0,0,0,76,77,21,0,,9,12,12,37,0
1,0,1,0,0,0,4,,,,,68,71,21,0,,,,10,,0
0,0,1,0,0,0,1,1,0,0,0,72,73,21,0,,14,12,12,34,0
1,0,1,0,0,0,4,1,0,0,0,74,74,25,0,12.307693,12,10,10,33,0
1,0,1,0,0,0,7,,,,,67,68,22,1,,,11,12,,3
1,0,1,0,0,0,7,1,0,0,0,62,65,18,0,,12,11,11,,0
0,0,1,0,0,0,7,1,0,0,0,63,63,20,0,8.6538458,15,,10,36,0
1,0,1,0,0,0,7,1,0,0,0,68,68,19,0,14.423077,11,12,12,,1
1,0,1,0,0,0,7,1,0,0,0,60,64,19,0,18.26923,12,,,32,1
1,0,1,0,0,0,5,1,0,0,0,68,67,26,1,20.192308,13,10,12,34,0
1,0,1,0,0,0,0,0,0,1,0,68,69,25,0,6.063056,12,10,10,32,0
1,0,0,1,0,0,2,1,0,0,0,69,69,19,0,7.9470201,12,5,4,32,0
1,0,0,1,0,0,2,0,0,0,1,67,68,22,0,7.5187969,12,5,6,31,1
1,0,1,0,1,0,3,0,0,1,0,72,71,25,1,18.531469,16,12,14,36,2
0,0,1,0,1,0,3,0,0,1,0,67,67,25,1,9.6153851,16,12,16,35,4
1,0,1,0,1,1,3,1,0,0,0,75,74,26,1,,16,16,18,32,2
0,0,0,1,0,0,2,0,1,0,0,67,67,16,1,15.384615,14,16,13,38,2
0,1,0,0,0,0,2,,,,,61,61,19,0,,,9,10,,1
0,1,0,0,0,0,11,,,,,64,64,24,0,,,12,12,,0
1,1,0,0,0,0,3,,,,,68,68,25,0,,,10,11,,0
0,1,0,0,0,0,4,,,,,64,63,23,0,,,12,10,,0
0,1,0,0,0,0,4,,,,,60,60,23,0,,,,11,,1
0,1,0,0,0,0,4,,,,,65,65,22,0,,,11,11,,0
1,1,0,0,0,1,4,,,,,65,65,22,0,,,11,10,,0
0,1,0,0,0,1,2,,,,,59,59,22,0,,,14,11,,0
1,1,0,0,0,1,2,,,,,67,,25,0,,,14,11,,1
0,1,0,0,0,0,1,,,,,61,64,24,0,,,12,12,,0
1,1,0,0,0,0,1,,,,,70,70,24,0,,,11,12,,0
1,1,0,0,0,0,5,,,,,74,74,28,0,,,8,10,,0
1,1,0,0,0,0,5,,,,,76,77,27,1,,,8,8,,0
0,1,0,0,0,0,3,,,,,71,71,23,1,,,6,7,,4
0,0,0,1,0,0,3,,,,,65,66,22,0,13.333333,13,,7,36,1
0,0,0,1,0,0,3,,,,,68,68,23,0,4.347826,12,,7,38,0
0,0,1,0,0,0,7,1,0,0,0,68,68,27,0,16.112267,12,10,8,38,0
0,0,1,0,1,1,1,,,,,65,64,27,1,,,18,18,,5
0,0,1,0,1,1,1,0,0,1,0,64,65,22,0,12.980769,16,18,20,38,0
1,1,0,0,0,0,4,,,,,71,71,21,,,,13,13,,
0,1,0,0,0,0,4,,,,,66,66,20,0,,,13,13,,0
0,1,0,0,0,0,4,,,,,64,67,26,0,,,13,13,,0
1,0,0,1,0,0,3,1,0,0,0,70,71,27,0,11.698718,12,11,12,31,0
0,0,0,1,0,0,6,1,0,0,0,64,65,24,0,15.384615,12,10,10,39,0
0,0,0,1,0,0,6,1,0,0,0,66,,27,0,2.0512822,12,10,10,,0
1,0,0,1,0,0,6,1,0,0,0,66,67,23,1,,12,,,37,0
1,0,0,1,0,0,6,1,0,0,0,70,70,27,0,31.25,13,10,10,34,0
0,1,0,0,0,0,5,,,,,62,62,20,1,,,12,12,,0
0,1,0,0,0,0,5,,,,,62,,24,,,,12,12,,
0,1,0,0,0,0,6,,,,,66,,26,,,,12,12,,
1,0,1,0,1,0,3,,,,,68,68,27,1,,,11,12,,0
1,0,1,0,1,0,3,1,0,0,0,67,67,22,0,2.6041667,12,11,12,,0
0,0,1,0,0,0,5,,,,,63,63,22,1,,,6,8,39,1
0,0,1,0,0,0,4,,,,,66,66,21,0,,,11,12,,0
0,0,1,0,0,0,4,1,0,0,0,67,67,28,0,12.25,12,,12,34,0
0,0,0,1,0,0,1,1,0,0,0,65,65,24,0,20.604395,18,8,9,33,0
0,0,1,0,0,0,2,1,0,0,0,63,62,24,0,14.735772,12,8,14,32,0
0,0,1,0,0,0,2,1,0,0,0,63,66,25,0,51.923077,13,8,14,31,0
1,0,0,1,0,0,1,1,0,0,0,67,67,27,0,14.957265,14,12,12,37,0
1,0,0,1,0,1,1,1,0,0,0,66,66,24,1,18.509615,12,15,12,36,0
0,1,0,0,0,0,2,,,,,61,61,23,0,,,,10,,0
0,0,1,0,0,0,2,1,0,0,0,62,61,26,1,5.9139786,12,,10,35,0
1,0,0,1,0,0,2,1,0,0,0,68,,27,0,5.5999999,13,9,12,34,0
1,0,0,1,0,0,2,1,0,0,0,64,,27,0,8.8888893,15,9,12,,0
1,0,0,1,0,0,2,1,0,0,0,66,66,22,0,13.457557,12,9,12,,0
1,0,1,0,0,0,8,,,,,61,,,,,,,8,35,
0,0,1,0,0,0,8,,,,,,,,,,,,8,34,
0,1,0,0,0,0,5,,,,,61,61,22,0,,,,10,,0
1,0,1,0,0,0,4,1,0,0,0,66,67,22,0,,12,3,4,35,0
0,1,0,0,0,0,6,,,,,62,62,23,0,,,6,6,,0
0,0,1,0,0,1,5,1,0,0,0,69,70,26,0,,12,12,10,32,0
0,0,1,0,0,0,6,1,0,0,0,64,64,23,0,,11,12,12,36,0
0,0,1,0,0,1,5,1,0,0,0,62,62,28,0,14.423077,14,12,14,34,1
1,0,1,0,0,0,8,1,0,0,0,70,69,21,0,2.4038463,12,12,10,33,1
0,0,1,0,0,0,2,1,0,0,0,62,62,25,0,5.8974357,12,10,11,39,0
0,0,1,0,0,0,5,1,0,0,0,66,63,26,0,7.2115383,15,8,10,35,1
1,0,1,0,0,0,5,1,0,0,0,74,74,24,0,7.6086955,12,,,33,0
0,1,0,0,0,0,5,,,,,66,,26,1,,,8,12,,3
1,1,0,0,1,0,2,,,,,68,68,28,0,,,16,14,,1
1,1,0,0,0,1,2,,,,,72,72,23,1,,,17,16,,0
0,1,0,0,0,1,3,,,,,64,64,28,1,,,19,16,,0
0,1,0,0,0,0,3,,,,,67,,28,,,,12,12,,
0,1,0,0,1,0,3,,,,,64,64,26,1,,,12,16,,4
0,1,0,0,0,1,2,,,,,60,,26,,,,16,14,,
0,1,0,0,1,1,2,,,,,62,62,21,1,,,12,14,,3
0,1,0,0,0,0,3,,,,,68,69,28,1,,,10,10,,2
0,1,0,0,0,0,3,,,,,66,66,22,1,,,6,8,,1
0,1,0,0,0,1,2,,,,,65,,27,1,,,16,12,,3
0,1,0,0,0,0,1,,,,,67,68,27,1,,,12,12,,2
0,1,0,0,0,1,5,,,,,66,64,23,0,,,6,12,,2
0,1,0,0,0,1,3,,,,,64,64,22,0,,,14,12,,3
1,1,0,0,0,1,2,,,,,72,72,27,1,,,12,12,,0
1,0,1,0,0,0,3,0,0,1,0,71,71,25,1,8.0584707,15,12,10,35,0
0,0,1,0,0,0,3,0,0,1,0,63,62,22,0,,14,6,10,37,2
0,0,1,0,0,0,3,1,0,0,0,60,60,25,0,6.9573283,12,4,10,38,0
1,0,1,0,0,0,3,1,0,0,0,70,71,25,0,11.634615,12,5,11,36,0
0,0,1,0,0,0,1,1,0,0,0,67,67,22,0,14.423077,14,12,12,33,2
1,0,1,0,1,0,5,1,0,0,0,71,71,23,0,,12,5,6,,0
0,0,1,0,0,0,2,1,0,0,0,62,62,25,0,12.980769,12,12,12,36,0
0,0,1,0,0,0,4,0,0,1,0,68,68,20,0,,9,,,35,0
1,0,1,0,0,1,2,1,0,0,0,72,72,21,1,16.195374,18,12,12,33,2
0,0,1,0,0,0,5,1,0,0,0,70,70,20,1,,12,13,13,35,1
1,0,1,0,0,0,3,0,0,1,0,70,71,22,1,14.61794,16,12,9,33,1
0,0,1,0,0,0,3,1,0,0,0,62,63,21,1,10.096154,14,9,9,31,2
0,0,1,0,0,0,3,1,0,0,0,62,63,23,0,,12,8,12,36,0
1,1,0,0,0,0,1,,,,,,66,25,0,,,8,12,,0
0,0,1,0,0,0,8,1,0,0,0,62,63,27,1,9.463563,12,5,12,,2
1,0,1,0,0,0,5,0,0,1,0,67,66,21,0,18,12,12,10,34,0
1,0,1,0,0,0,5,1,0,0,0,63,69,22,1,9.2105265,12,11,10,31,0
0,0,1,0,0,0,6,1,0,0,0,67,67,20,0,7.8337874,12,,12,36,0
0,1,0,0,0,0,6,,,,,67,67,22,1,,,6,10,,2
1,1,0,0,0,0,3,,,,,66,66,22,1,,,12,12,,0
1,0,1,0,0,0,5,1,0,0,0,68,69,,0,,12,,12,38,0
1,0,1,0,0,0,5,1,0,0,0,74,74,26,1,0,12,10,12,36,1
1,0,1,0,0,0,6,1,0,0,0,70,72,24,1,15.384615,12,7,12,33,1
1,1,0,0,0,0,4,,,,,69,69,27,1,,,12,8,,1
0,1,0,0,0,1,3,,,,,60,60,28,0,,,11,12,,0
1,1,0,0,0,0,7,,,,,73,73,28,1,,,12,12,,2
1,1,0,0,0,0,2,,,,,66,66,26,1,,,,10,,1
0,1,0,0,0,0,7,,,,,64,64,19,0,,,,12,,0
0,1,0,0,0,1,1,,,,,65,65,21,0,,,18,12,,2
0,1,0,0,0,0,1,,,,,61,61,21,0,,,12,10,,0
1,0,0,1,0,0,10,0,1,0,0,66,66,22,0,7.2115383,9,10,11,36,0
0,1,0,0,0,1,3,,,,,62,62,26,1,,,16,12,,2
0,1,0,0,0,0,2,,,,,62,63,24,0,,,,9,,0
0,1,0,0,0,0,9,,,,,62,63,20,0,,,8,8,,1
0,1,0,0,0,0,9,,,,,64,67,22,0,,,10,8,,0
1,1,0,0,0,0,9,,,,,70,70,21,0,,,,8,,0
0,1,0,0,0,0,4,,,,,65,65,22,1,,,10,12,,1
1,0,0,1,1,1,4,0,1,0,0,70,70,26,1,21.634615,12,12,12,38,0
1,1,0,0,1,1,4,,,,,71,71,22,0,,,12,12,,1
1,1,0,0,0,1,4,,,,,67,67,26,1,,,13,12,,0
0,1,0,0,0,1,4,,,,,65,65,24,,,,12,12,,
1,1,0,0,0,0,2,,,,,67,66,21,0,,,9,,,0
0,1,0,0,0,0,5,,,,,69,68,20,0,,,12,12,,1
0,1,0,0,0,0,5,,,,,67,68,21,0,,,12,12,,1
0,1,0,0,0,1,6,,,,,63,63,28,0,,,12,12,,0
1,1,0,0,0,0,7,,,,,66,67,24,0,,,8,9,,1
0,1,0,0,0,0,6,,,,,65,,21,,,,8,9,,
1,1,0,0,0,0,5,,,,,69,68,21,0,,,11,12,,0
0,1,0,0,0,0,5,,,,,60,60,25,1,,,,,,2
1,1,0,0,0,0,5,,,,,69,70,24,0,,,10,12,,0
0,1,0,0,0,0,5,,,,,65,64,20,0,,,,,,1
0,1,0,0,0,0,0,,,,,65,62,23,1,,,8,12,,1
0,1,0,0,0,0,1,,,,,68,68,24,0,,,12,12,,2
1,1,0,0,0,0,1,,,,,72,73,23,0,,,,,,0
0,1,0,0,0,0,5,,,,,67,67,18,0,,,9,5,,0
1,1,0,0,0,0,2,,,,,70,69,24,0,,,12,12,,0
1,1,0,0,0,0,7,,,,,70,70,27,0,,,6,8,,0
0,1,0,0,0,0,7,,,,,64,61,21,0,,,11,12,,0
