male,white,black,hispanic,mompro2,poppro2,siblings,norest96,norcen96,south96,west96,height81,height85,esteem80,athlets,wage96,hgc96,daded79,momed79,age,clubnum
1,0,1,0,0,0,5,0,0,1,0,74,72,22,0,10,15,,12,32,0
0,1,0,0,0,0,6,,,,,68,68,23,1,,,7,12,,0
0,1,0,0,0,0,3,,,,,63,62,21,1,,,9,11,,1
0,1,0,0,0,0,3,,,,,62,62,22,0,,,6,10,,0
0,1,0,0,0,0,3,,,,,63,62,25,0,,,5,10,,1
1,0,1,0,0,0,8,0,0,1,0,68,70,21,0,4.0476189,12,8,7,32,0
0,0,1,0,0,0,10,0,0,1,0,62,62,21,0,9.4405594,13,,6,35,0
1,1,0,0,0,0,8,,,,,72,71,22,0,,,6,12,,0
1,1,0,0,0,0,8,,,,,77,76,20,0,,,6,11,,0
0,0,1,0,0,0,1,0,0,1,0,64,64,21,0,5.4166665,11,,7,31,0
0,0,1,0,0,0,12,0,0,1,0,65,66,25,1,2.1945868,15,10,10,36,1
0,0,1,0,0,0,5,0,0,1,0,63,63,24,0,5.7692308,12,9,8,33,0
1,0,1,0,0,0,5,0,0,1,0,67,67,22,0,,9,9,7,32,0
1,0,1,0,0,0,9,0,0,1,0,71,71,21,0,11.538462,12,,7,34,0
1,0,1,0,0,0,8,0,0,1,0,71,71,21,0,5.7692308,12,3,11,37,0
0,0,1,0,0,0,8,0,0,1,0,62,67,21,0,2.3076923,12,3,11,36,0
0,0,1,0,0,0,9,0,0,1,0,64,64,23,0,6.0897436,12,,11,33,0
0,0,1,0,0,0,6,0,0,1,0,62,63,21,0,,12,,4,33,0
0,0,1,0,0,0,6,0,0,1,0,64,65,21,0,6.9444447,12,,4,32,0
0,0,1,0,0,0,13,0,0,1,0,65,65,21,0,10.096154,13,,11,31,0
0,0,1,0,0,0,0,0,0,1,0,61,62,28,0,19.711538,16,6,9,36,1
0,0,1,0,0,0,4,0,0,1,0,62,64,,0,,7,12,10,31,0
0,0,1,0,0,0,4,0,0,1,0,67,67,25,0,9.1623039,14,10,10,38,0
0,0,1,0,0,0,4,0,0,1,0,66,66,23,0,7.8499999,12,10,10,35,0
0,0,1,0,0,0,5,0,1,0,0,67,68,20,0,1.6666666,10,,,36,0
0,0,1,0,0,0,3,0,0,1,0,64,64,22,0,13.461538,12,,,34,0
0,0,1,0,0,0,4,0,0,1,0,61,61,23,0,7.1428571,13,8,10,35,2
0,0,1,0,0,0,4,0,0,1,0,57,60,22,1,6.2217193,12,7,8,34,0
0,0,1,0,0,0,4,0,0,1,0,49,52,24,0,,8,7,8,33,0
0,0,1,0,0,0,3,0,0,1,0,66,66,25,0,,12,7,11,36,1
0,0,1,0,0,0,3,0,0,1,0,69,69,22,1,10.576923,14,7,11,,2
1,0,1,0,0,0,3,,,,,65,66,20,0,,,7,11,,0
0,0,1,0,0,0,3,0,0,1,0,64,67,25,1,9.89011,16,7,11,32,5
0,0,1,0,0,0,6,0,0,1,0,62,61,22,0,7.3964496,12,3,5,36,0
0,0,1,0,0,0,9,0,0,1,0,66,66,21,0,,12,,11,36,0
0,0,1,0,0,0,9,0,0,1,0,65,65,20,0,,10,,11,38,0
0,0,1,0,0,0,7,0,0,1,0,66,66,25,0,,9,6,3,37,0
0,0,1,0,0,0,8,0,0,1,0,68,68,24,0,,12,,,34,0
0,0,1,0,0,0,8,0,0,1,0,66,64,27,0,5.8601928,12,,,33,2
1,0,1,0,0,0,8,0,0,1,0,71,71,25,1,8.333333,12,,10,38,2
0,0,1,0,0,0,3,0,0,1,0,66,66,20,1,4,12,,,38,0
1,0,1,0,0,0,3,0,0,1,0,70,70,21,1,7.6923075,11,,,39,1
0,0,1,0,0,0,2,0,0,1,0,62,64,23,0,,11,11,11,36,1
1,0,1,0,0,0,3,0,0,1,0,72,72,25,0,10.791367,12,,4,35,0
1,0,1,0,0,0,4,,,,,70,72,28,0,,,10,6,,2
1,0,1,0,0,0,9,0,0,1,0,72,74,23,0,2.0586722,9,16,11,36,0
0,0,1,0,0,0,9,0,0,1,0,62,63,21,1,2.8846154,12,,11,33,0
0,0,1,0,0,0,3,0,0,1,0,66,63,21,0,,7,,9,34,1
1,0,1,0,0,0,12,0,0,1,0,69,69,22,0,14.903846,9,9,3,38,0
0,0,1,0,0,0,5,0,0,1,0,61,61,20,1,5.5555553,12,12,11,33,0
0,0,1,0,0,0,2,0,0,1,0,59,59,21,1,,12,,12,34,1
1,0,1,0,0,0,2,0,0,1,0,65,65,20,0,,8,12,12,31,0
0,0,1,0,0,0,7,0,0,1,0,61,60,25,0,,8,4,4,37,0
0,0,1,0,0,0,7,0,0,1,0,66,60,15,0,.67567569,8,4,4,35,0
1,0,1,0,0,0,4,0,0,1,0,73,73,28,1,0,12,11,8,33,0
1,0,1,0,0,0,3,0,0,1,0,72,71,27,1,12.195122,15,12,12,32,2
1,0,1,0,0,0,7,,,,,,,25,,,,,10,,
0,0,1,0,0,0,6,0,0,1,0,67,66,25,1,4.3706293,12,7,10,37,0
0,0,1,0,0,0,6,0,0,1,0,65,65,20,1,7.1814904,12,7,10,31,0
1,0,1,0,0,0,12,0,0,1,0,68,69,26,0,12.5,13,9,12,35,0
0,0,1,0,0,0,12,0,0,1,0,63,64,22,0,6.6433568,12,9,12,33,1
0,0,1,0,0,0,3,0,0,1,0,60,62,24,0,,12,7,9,36,0
0,0,1,0,0,0,3,,,,,63,63,25,1,,,9,9,,0
0,0,1,0,0,0,8,0,0,1,0,68,62,19,0,,7,3,7,34,0
1,0,1,0,0,0,11,0,0,1,0,71,71,28,1,11.490385,17,5,9,33,3
0,0,1,0,0,0,10,0,0,1,0,64,64,25,0,5.7692308,12,,9,35,0
0,0,1,0,1,0,10,0,0,1,0,60,60,25,0,,12,,9,38,0
0,0,1,0,0,0,7,0,0,1,0,60,59,22,0,5.7692308,12,6,10,37,3
1,0,1,0,0,0,7,0,0,1,0,69,69,20,0,4.4692736,8,,10,32,0
0,0,1,0,0,0,4,0,0,1,0,66,66,18,0,,12,,10,35,0
0,0,1,0,0,0,2,0,0,1,0,61,63,20,1,9.5969286,12,,8,33,1
0,0,1,0,0,0,9,0,0,1,0,70,70,25,0,4.7480769,12,3,4,36,0
1,0,1,0,0,0,3,0,0,1,0,70,70,21,1,20,12,6,7,32,1
1,0,1,0,0,0,6,0,0,1,0,68,69,22,0,,10,,11,37,0
1,0,1,0,0,0,6,0,0,1,0,66,66,21,0,7.6853528,12,,11,35,0
0,0,1,0,0,0,6,0,0,1,0,63,62,21,0,5.4945054,12,,11,38,0
1,0,1,0,0,0,6,,,,,73,,24,0,,,1,6,,0
0,1,0,0,0,0,4,,,,,63,62,19,0,,,,9,,1
1,1,0,0,0,0,2,,,,,69,69,21,0,,,8,10,,1
0,0,1,0,0,0,5,0,0,1,0,66,65,21,0,7.2115383,12,,,39,0
0,0,1,0,0,0,10,0,0,1,0,65,64,24,1,4.2067308,12,,8,35,0
0,0,1,0,0,0,10,0,0,1,0,65,64,24,0,,12,,,32,0
0,0,1,0,0,0,4,0,0,1,0,63,66,26,0,,12,2,11,32,0
1,0,1,0,0,0,7,0,1,0,0,69,67,26,0,13.5,11,,9,38,2
1,0,1,0,0,0,4,0,0,1,0,65,66,26,0,18.055555,12,2,11,38,0
1,0,1,0,0,0,8,0,0,1,0,71,72,19,0,1.9230769,11,9,11,32,0
1,0,1,0,0,0,0,0,0,1,0,73,73,22,1,12.980769,12,,,35,1
0,0,1,0,0,0,3,0,0,1,0,59,62,25,0,15.384615,12,,7,38,0
1,0,1,0,0,0,3,0,0,1,0,67,67,26,1,6.329114,12,,7,,0
1,1,0,0,0,0,2,,,,,67,66,28,0,,,11,8,,0
0,1,0,0,0,1,2,,,,,65,65,28,1,,,16,12,,2
0,1,0,0,0,0,3,,,,,66,67,25,0,,,,10,,0
1,1,0,0,0,0,1,,,,,69,71,21,0,,,12,12,,0
1,0,1,0,0,0,7,0,0,1,0,77,,21,0,4.6153846,12,4,9,35,0
1,0,1,0,0,0,6,0,0,1,0,75,,22,0,18.26923,12,6,8,33,0
0,0,1,0,0,0,6,0,0,1,0,70,70,27,,3.3613446,12,7,9,31,
1,0,1,0,0,0,6,0,0,1,0,75,76,20,0,7.6923075,8,1,8,39,0
0,0,1,0,0,0,9,0,0,1,0,67,67,21,0,6.25,11,,,38,0
0,0,1,0,0,0,3,0,0,1,0,68,74,19,0,,8,5,7,31,0
1,1,0,0,0,0,1,,,,,72,72,23,0,,,,10,,2
1,1,0,0,0,0,1,,,,,63,62,22,0,,,12,9,,1
0,0,1,0,0,0,4,0,0,1,0,66,67,21,0,2.4285715,10,,8,38,2
0,0,1,0,0,0,4,0,0,1,0,64,64,18,0,,11,,8,34,0
0,0,1,0,0,0,4,0,0,1,0,64,64,24,1,.52702701,12,,8,33,0
1,0,1,0,0,0,4,0,0,1,0,72,74,,1,,12,,8,31,1
1,0,1,0,0,0,5,0,0,1,0,70,70,23,0,3.0048077,12,,,37,0
1,0,1,0,0,0,5,0,0,1,0,69,70,22,1,4.7872338,12,10,11,34,0
1,0,1,0,0,0,6,0,0,1,0,65,66,22,1,10.184596,12,12,11,32,0
0,0,1,0,0,0,6,0,0,1,0,63,62,25,1,5.9795675,17,7,11,34,2
1,0,1,0,0,0,6,0,0,1,0,74,73,26,1,8.8942308,14,9,11,,0
0,0,1,0,0,0,6,0,0,1,0,66,64,27,0,,13,10,11,37,1
1,0,1,0,0,0,3,0,0,1,0,74,,25,0,,12,11,12,34,0
0,0,1,0,0,0,3,0,0,1,0,66,66,26,0,11.538462,16,11,12,33,3
1,0,1,0,0,0,6,,,,,67,67,21,0,,,12,,,1
0,0,1,0,0,0,6,0,0,1,0,67,68,25,1,,12,,11,32,1
1,0,1,0,0,0,6,0,0,1,0,68,70,21,0,5,12,,11,32,1
1,1,0,0,0,0,2,,,,,72,72,19,0,,,8,,,0
0,1,0,0,0,0,2,,,,,64,63,19,0,,,8,8,,0
1,0,1,0,0,0,1,0,0,1,0,69,,20,0,19.345238,10,9,9,35,1
1,0,1,0,0,0,9,0,0,1,0,72,72,,0,19.871796,12,9,8,34,0
1,0,1,0,0,0,11,0,0,1,0,71,69,28,0,22.222221,12,9,6,34,0
1,0,1,0,0,0,9,0,0,1,0,64,77,27,1,20.3125,12,11,10,33,2
1,0,1,0,0,0,6,0,0,1,0,71,71,28,1,21.551723,16,4,8,36,1
0,0,1,0,0,0,6,0,1,0,0,64,64,26,0,14.423077,16,3,7,35,0
1,0,1,0,0,0,-3,0,0,1,0,72,72,27,1,14.053846,12,12,10,35,1
0,0,1,0,0,0,5,0,0,1,0,70,71,25,0,,13,9,8,33,0
1,0,1,0,0,0,4,0,0,1,0,71,71,27,0,16.826923,15,8,8,38,0
0,0,1,0,0,0,0,0,0,1,0,73,69,22,0,,10,,11,33,0
0,0,1,0,0,0,11,0,0,1,0,68,68,28,0,,14,2,9,37,0
1,0,1,0,0,0,11,,,,,69,72,26,0,,,,,,0
1,0,1,0,0,0,11,0,0,1,0,74,74,13,0,2.8846154,9,,,35,0
1,0,1,0,0,0,12,0,0,1,0,74,73,21,0,3.8461537,10,11,10,34,0
1,0,1,0,0,0,12,0,0,1,0,70,71,28,0,6.25,12,,10,33,0
1,0,1,0,0,0,11,0,0,1,0,72,74,22,0,5.7692308,9,12,12,31,0
0,0,1,0,1,0,0,0,0,1,0,64,65,28,0,5.7172556,16,12,16,35,2
0,0,1,0,0,0,5,0,0,1,0,65,65,20,0,,10,9,8,35,0
0,0,1,0,0,0,5,,,,,67,68,21,,,,9,8,,
1,0,1,0,0,0,5,0,0,1,0,74,71,22,0,5.8823528,12,9,7,32,0
0,0,1,0,1,1,1,1,0,0,0,69,70,27,0,45.006729,16,16,,36,1
0,0,1,0,0,0,3,0,0,1,0,64,68,23,0,9.1346149,11,12,11,34,0
0,1,0,0,0,0,4,,,,,65,64,21,0,,,1,10,,0
1,0,1,0,0,0,4,0,0,1,0,71,71,27,0,10.096154,12,6,7,37,1
0,0,1,0,0,0,4,0,0,1,0,65,66,24,1,12.820513,14,5,6,32,0
1,0,1,0,0,0,3,0,0,0,1,71,,13,0,,10,,,37,0
1,0,1,0,0,0,2,0,0,1,0,71,71,27,1,12,15,13,12,35,1
1,0,1,0,0,0,8,,,,,69,69,22,0,,,,9,,0
1,0,1,0,0,0,8,,,,,66,66,28,0,,,,8,,0
1,0,1,0,0,0,4,1,0,0,0,67,68,27,1,,10,,,,0
1,0,1,0,0,0,6,,,,,72,71,22,1,,,8,12,,0
1,0,1,0,0,0,6,0,0,1,0,73,73,24,1,5.7291665,12,7,10,35,0
1,0,1,0,0,0,6,0,0,0,1,74,73,25,1,14.230769,16,8,11,38,1
1,0,1,0,0,0,5,0,0,0,1,66,67,25,1,22.115385,12,9,11,36,0
1,0,1,0,0,0,5,0,0,1,0,69,70,21,1,15.384615,12,12,11,,1
1,0,1,0,0,0,5,0,0,1,0,67,70,28,0,10.256411,12,9,11,,0
1,0,1,0,0,0,5,0,0,1,0,71,71,24,1,12.5,14,0,9,,0
0,1,0,0,1,0,1,,,,,65,67,23,0,,,9,12,,0
0,0,1,0,0,0,5,0,0,1,0,61,60,23,1,8.6419754,16,,9,,1
1,0,1,0,0,0,5,,,,,66,67,21,0,,,,9,,2
0,0,1,0,0,0,5,0,0,1,0,59,61,20,0,5.0390625,12,,9,32,0
1,0,1,0,0,0,2,0,0,1,0,71,71,26,1,4.8780489,14,,8,,0
1,0,1,0,0,0,2,0,0,1,0,64,66,22,0,4.2105265,12,6,8,32,0
1,0,1,0,0,0,9,0,0,1,0,70,70,23,0,10.576923,8,,7,37,0
1,1,0,0,0,0,0,,,,,66,67,21,0,,,,3,,0
0,0,1,0,0,0,9,1,0,0,0,66,67,23,1,21.634615,12,0,6,36,0
1,0,1,0,0,0,9,0,0,1,0,66,70,23,1,7.5801749,12,5,5,34,0
0,1,0,0,0,1,0,,,,,67,67,23,0,,,12,12,,1
0,0,1,0,0,0,9,0,0,1,0,69,67,23,0,13.701923,16,3,10,,0
1,0,1,0,0,0,9,,,,,73,73,23,1,,,5,11,,0
0,0,1,0,0,0,9,0,0,1,0,70,69,26,1,14.509804,16,5,11,32,0
0,0,1,0,0,0,4,0,0,1,0,62,62,24,0,5,12,12,12,36,0
1,0,1,0,0,0,4,0,0,1,0,69,69,23,1,11.446886,15,12,12,34,1
1,0,1,0,0,0,3,0,0,1,0,71,,21,0,11.217949,18,7,12,37,4
0,1,0,0,0,0,2,,,,,63,63,25,0,,,8,10,,0
0,1,0,0,0,0,4,,,,,65,66,22,1,,,12,12,,2
0,1,0,0,0,0,8,,,,,63,64,21,0,,,12,12,,0
0,1,0,0,0,0,6,,,,,63,63,23,1,,,3,10,,0
0,1,0,0,0,0,4,,,,,63,65,19,0,,,9,9,,0
0,1,0,0,0,0,5,,,,,65,65,25,0,,,5,5,,0
0,1,0,0,0,0,3,,,,,66,66,20,0,,,8,11,,0
0,1,0,0,0,0,3,,,,,65,66,20,1,,,8,11,,1
1,1,0,0,0,0,3,,,,,73,75,14,0,,,12,11,,0
1,1,0,0,0,0,2,,,,,72,72,22,1,,,5,11,,3
0,1,0,0,0,0,2,,,,,68,67,22,0,,,5,11,,1
1,1,0,0,0,0,2,,,,,74,73,22,1,,,8,8,,0
1,1,0,0,0,0,11,,,,,74,74,21,1,,,4,4,,0
0,1,0,0,0,0,2,,,,,69,69,19,0,,,6,8,,0
0,1,0,0,0,0,4,,,,,63,62,24,0,,,3,9,,0
0,1,0,0,0,0,4,,,,,65,65,20,0,,,6,9,,0
1,1,0,0,0,0,2,,,,,70,70,21,0,,,11,9,,0
0,1,0,0,0,0,4,,,,,64,63,21,0,,,6,9,,0
1,1,0,0,0,0,7,,,,,64,64,21,0,,,7,7,,0
0,1,0,0,0,0,2,,,,,61,61,20,0,,,4,6,,0
0,1,0,0,0,1,2,,,,,64,63,28,0,,,12,12,,3
0,1,0,0,1,1,1,,,,,66,66,23,0,,,16,16,,1
0,1,0,0,0,1,4,,,,,65,64,27,0,,,11,13,,2
1,1,0,0,0,1,4,,,,,76,76,23,0,,,20,,,1
0,1,0,0,0,1,3,,,,,65,65,26,1,,,18,14,,1
1,1,0,0,0,0,0,,,,,69,69,23,0,,,12,14,,0
0,1,0,0,0,0,0,,,,,61,60,22,0,,,10,7,,2
1,1,0,0,0,0,1,,,,,72,71,23,1,,,14,12,,1
1,1,0,0,0,1,6,,,,,66,66,28,1,,,16,13,,0
0,1,0,0,0,1,3,,,,,63,62,24,0,,,11,12,,0
0,1,0,0,0,0,4,,,,,67,67,20,0,,,12,12,,0
1,1,0,0,0,0,0,,,,,68,68,25,1,,,14,12,,0
1,1,0,0,0,0,3,,,,,,,,,,,8,11,,
0,1,0,0,0,0,3,,,,,65,66,23,0,,,8,11,,0
1,1,0,0,0,0,3,,,,,68,68,22,0,,,9,14,,0
0,1,0,0,0,0,3,,,,,62,62,20,0,,,1,7,,0
0,0,1,0,0,0,0,0,0,1,0,66,66,23,0,0,13,,9,31,1
0,1,0,0,1,1,2,,,,,64,64,26,0,,,18,16,,2
1,1,0,0,0,1,3,,,,,74,74,25,1,,,16,12,,1
1,1,0,0,0,0,4,,,,,70,69,27,1,,,11,11,,2
1,1,0,0,0,0,2,,,,,71,71,24,0,,,15,12,,3
1,1,0,0,0,1,1,,,,,70,71,24,1,,,16,14,,1
1,1,0,0,0,0,2,,,,,69,69,27,1,,,16,16,,3
1,1,0,0,0,1,2,,,,,69,69,21,1,,,20,16,,1
0,1,0,0,1,1,2,,,,,67,67,21,1,,,20,17,,3
0,1,0,0,0,0,2,,,,,62,62,20,1,,,12,12,,3
0,1,0,0,1,1,4,,,,,66,66,27,1,,,18,16,,2
0,1,0,0,0,1,3,,,,,62,61,26,1,,,12,12,,0
0,1,0,0,0,0,4,,,,,64,64,25,0,,,12,13,,1
0,1,0,0,0,1,3,,,,,66,67,26,1,,,20,16,,3
1,1,0,0,0,1,1,,,,,72,72,26,1,,,16,12,,1
1,1,0,0,0,0,2,,,,,68,68,25,1,,,12,12,,2
0,1,0,0,1,1,3,,,,,66,66,28,0,,,19,16,,3
0,1,0,0,0,0,4,,,,,65,64,24,0,,,13,11,,1
1,1,0,0,0,0,6,,,,,66,70,20,0,,,4,7,,0
1,0,1,0,0,0,10,0,1,0,0,69,69,20,1,5.5555553,12,8,12,39,0
0,0,1,0,0,0,3,0,1,0,0,61,,24,,7.9326925,12,4,8,36,
1,0,1,0,0,0,3,0,0,1,0,72,72,20,1,7.6923075,12,4,8,33,0
1,1,0,0,0,0,7,,,,,66,66,17,0,,,5,6,,0
0,1,0,0,0,0,6,,,,,63,63,26,0,,,3,10,,0
0,1,0,0,0,0,1,,,,,62,62,23,1,,,7,8,,0
0,1,0,0,0,0,8,,,,,60,73,23,1,,,11,12,,1
1,1,0,0,0,0,6,,,,,67,66,19,0,,,4,13,,0
1,1,0,0,0,0,4,,,,,69,59,23,0,,,4,13,,0
1,1,0,0,0,0,2,,,,,73,71,17,0,,,6,10,,0
1,1,0,0,0,0,2,,,,,71,71,21,0,,,6,10,,0
1,1,0,0,0,0,2,,,,,68,67,20,0,,,10,9,,0
0,1,0,0,0,0,8,,,,,64,64,20,1,,,8,10,,1
0,0,1,0,0,0,9,0,1,0,0,65,64,21,0,,9,0,8,,0
1,1,0,0,0,0,5,,,,,67,65,23,0,,,1,6,,0
1,1,0,0,0,0,5,,,,,68,68,28,0,,,1,6,,0
0,1,0,0,0,0,4,,,,,61,61,20,1,,,6,8,,0
0,1,0,0,0,0,4,,,,,63,62,18,1,,,,8,,0
0,1,0,0,0,0,4,,,,,64,63,20,0,,,8,8,,0
1,0,1,0,0,0,5,0,1,0,0,71,71,22,1,3.4482758,14,11,10,,0
1,0,1,0,0,0,4,0,1,0,0,67,67,20,1,9.6153851,12,12,6,33,1
1,0,0,1,0,0,2,0,0,1,0,69,67,28,1,3.8051751,12,12,12,38,2
1,0,1,0,0,1,18,,,,,65,,27,0,,,6,11,,0
1,0,1,0,0,0,0,0,0,1,0,70,69,27,0,13.461538,16,6,6,,1
1,0,1,0,0,0,7,0,1,0,0,68,68,19,1,,12,3,11,32,0
0,0,1,0,0,0,7,0,1,0,0,60,61,17,0,1.9125,12,4,11,,0
1,0,1,0,0,0,9,0,1,0,0,68,70,25,1,,11,9,7,,1
1,0,1,0,0,0,9,0,0,1,0,69,70,24,1,,12,,7,36,0
0,0,1,0,0,0,3,0,1,0,0,69,63,20,1,,11,,9,32,0
1,0,1,0,0,0,5,,,,,69,69,21,0,,,6,12,33,0
0,0,1,0,0,0,12,0,1,0,0,66,66,25,1,,12,,11,,2
0,0,1,0,0,0,12,0,0,1,0,70,69,27,1,8.9260998,12,,11,34,1
0,0,1,0,1,0,4,0,1,0,0,59,60,25,1,,13,,11,,1
1,1,0,0,0,1,3,,,,,66,66,25,1,,,12,10,,2
1,1,0,0,0,0,3,,,,,71,73,23,1,,,,,,0
0,1,0,0,0,0,6,,,,,65,65,21,1,,,13,12,,2
0,1,0,0,0,0,11,,,,,67,67,28,1,,,8,8,,1
0,1,0,0,0,0,11,,,,,72,72,21,1,,,8,8,,1
0,1,0,0,0,0,11,,,,,70,70,21,1,,,8,8,,1
0,1,0,0,0,0,3,,,,,64,64,24,1,,,12,12,,3
0,1,0,0,0,0,1,,,,,65,65,21,1,,,12,12,,1
0,1,0,0,1,1,2,,,,,61,62,21,1,,,16,11,,2
0,1,0,0,0,1,2,,,,,62,62,25,1,,,14,12,,3
1,0,1,0,0,0,1,1,0,0,0,73,74,28,0,19.78022,12,,11,32,4
0,1,0,0,0,0,1,,,,,68,,25,0,,,,10,,1
0,1,0,0,0,0,2,,,,,68,68,21,1,,,10,12,,3
1,1,0,0,0,0,3,,,,,,62,23,0,,,14,8,,0
0,1,0,0,0,0,6,,,,,65,,16,0,,,12,8,,0
0,1,0,0,0,0,6,,,,,62,63,26,0,,,,7,,0
1,1,0,0,0,0,7,,,,,67,67,26,,,,10,11,,
1,1,0,0,0,0,7,,,,,67,68,22,0,,,9,12,,3
1,1,0,0,0,0,11,,,,,67,68,21,0,,,,7,,0
1,1,0,0,0,0,3,,,,,75,75,22,1,,,12,8,,0
0,1,0,0,0,1,1,,,,,68,65,28,0,,,17,10,,3
0,1,0,0,0,0,2,,,,,62,63,26,0,,,12,12,,0
0,1,0,0,0,0,3,,,,,67,67,24,0,,,9,9,,0
0,1,0,0,0,0,3,,,,,63,67,24,,,,12,12,,
0,1,0,0,0,0,3,,,,,69,,27,,,,12,12,,
1,1,0,0,0,0,3,,,,,72,,24,,,,11,9,,
1,1,0,0,0,0,1,,,,,70,69,24,1,,,12,8,,0
1,1,0,0,0,0,3,,,,,66,66,20,0,,,4,3,,0
1,1,0,0,0,0,3,,,,,72,73,22,0,,,4,3,,0
0,1,0,0,0,0,2,,,,,60,,27,,,,8,12,,
0,1,0,0,0,0,2,,,,,62,63,24,0,,,8,12,,0
0,1,0,0,0,0,5,,,,,60,60,18,1,,,12,9,,2
0,1,0,0,0,0,6,,,,,65,65,26,0,,,0,0,,0
1,1,0,0,0,0,2,,,,,67,67,28,0,,,6,8,,0
0,1,0,0,0,0,4,,,,,63,63,23,0,,,16,9,,0
0,0,1,0,0,1,4,,,,,68,68,28,,,,6,12,38,
0,0,0,1,0,0,4,1,0,0,0,62,62,26,0,12.164579,16,9,4,38,0
0,0,0,1,0,0,7,1,0,0,0,62,62,26,0,35.96154,12,1,3,,1
0,0,1,0,0,1,2,1,0,0,0,66,66,22,1,21.520147,15,15,12,36,1
0,0,1,0,0,1,2,0,0,0,1,63,63,24,1,15.384615,17,16,12,,1
0,0,1,0,0,0,5,1,0,0,0,67,66,21,1,19.23077,14,12,12,35,1
1,0,1,0,0,0,1,0,0,0,1,70,70,28,0,9.7902098,12,12,12,36,0
1,0,0,1,0,0,4,0,0,1,0,72,72,26,0,10.286225,14,10,9,38,1
1,0,1,0,0,1,5,1,0,0,0,72,72,19,1,12.179487,12,18,14,32,0
0,0,0,1,0,0,3,1,0,0,0,58,58,21,0,9.7222223,9,4,5,33,1
0,0,0,1,0,0,3,0,0,1,0,62,61,28,0,7.4224024,13,4,5,32,2
1,0,0,1,0,0,10,1,0,0,0,69,70,28,,7.5,10,3,3,38,
0,0,0,1,0,0,18,,,,,62,,28,0,4.8076925,12,,,39,1
0,0,0,1,0,0,9,,,,,62,63,25,0,5.2884617,12,9,6,38,0
1,0,0,1,0,0,4,1,0,0,0,66,66,27,0,32.051281,15,8,4,,2
1,0,0,1,0,0,4,1,0,0,0,66,66,21,,6.6666665,14,0,,38,
0,0,0,1,0,0,5,1,0,0,0,62,63,20,0,,12,,3,36,0
0,0,0,1,0,0,15,0,0,1,0,,68,21,0,13.461538,14,,6,35,0
1,0,0,1,0,0,16,1,0,0,0,,69,19,0,13.942307,9,,10,,0
1,0,0,1,0,0,4,1,0,0,0,73,75,23,1,11.257035,12,8,5,35,1
0,0,0,1,0,0,4,1,0,0,0,64,66,26,0,14.423077,12,,5,34,0
0,0,0,1,0,0,4,1,0,0,0,68,69,24,0,7.3239436,17,,5,32,4
0,1,0,0,0,0,0,,,,,69,,,0,,,,12,,0
0,0,1,0,0,1,9,,,,,67,,28,0,,,14,11,,1
0,0,1,0,0,1,7,0,0,1,0,67,68,21,0,2.9761906,12,12,12,34,0
0,0,1,0,0,1,9,1,0,0,0,72,72,24,1,4.8076925,13,13,11,33,1
0,0,1,0,0,1,9,1,0,0,0,68,70,22,0,23.4375,13,,12,32,1
0,0,1,0,0,1,9,1,0,0,0,68,69,25,0,10.489511,12,13,12,,1
1,0,1,0,0,0,8,1,0,0,0,66,67,20,0,11.538462,12,,9,32,0
0,0,1,0,0,0,4,1,0,0,0,63,63,21,0,,12,,11,34,1
0,0,1,0,0,0,4,,,,,64,64,24,0,,,,6,,0
1,0,0,1,0,0,10,0,0,1,0,67,67,24,1,,16,,4,37,0
0,0,0,1,0,0,10,1,0,0,0,62,62,26,1,,16,5,3,38,2
0,0,0,1,0,0,10,,,,,64,53,28,1,,,6,0,,3
0,0,0,1,0,0,-2,1,0,0,0,60,60,24,0,7.6923075,16,,,34,0
1,0,1,0,0,0,5,1,0,0,0,66,69,21,0,8.1730766,12,10,8,33,0
1,0,1,0,0,0,5,1,0,0,0,71,72,21,0,,11,,6,39,0
1,0,0,1,0,0,8,,,,,68,68,21,1,,,9,1,,0
1,0,0,1,0,0,7,1,0,0,0,66,65,20,0,,10,9,1,,1
1,0,0,1,0,0,8,1,0,0,0,,64,25,1,12.980769,12,9,2,32,0
1,0,0,1,0,0,8,1,0,0,0,66,63,19,0,,9,9,2,38,0
0,0,1,0,0,0,8,,,,,,,,,,,12,10,,
0,0,1,0,0,0,8,1,0,0,0,,64,20,0,,11,12,10,37,1
0,1,0,0,0,0,1,,,,,65,65,20,0,,,8,12,,0
0,1,0,0,0,0,1,,,,,64,65,13,0,,,8,12,,0
1,1,0,0,0,0,2,,,,,66,67,,0,,,8,12,,0
0,1,0,0,0,0,1,,,,,64,,23,,,,12,12,,
1,1,0,0,0,0,2,,,,,64,64,24,0,,,12,5,,0
1,1,0,0,0,0,1,,,,,70,70,24,,,,5,5,,
1,1,0,0,0,0,8,,,,,70,,23,,,,12,12,,
0,1,0,0,0,0,8,,,,,62,,27,,,,12,12,,
0,0,0,1,0,0,2,1,0,0,0,59,59,25,0,18.990385,16,12,3,34,1
0,0,0,1,0,0,5,1,0,0,0,,,,0,1.7857143,14,5,5,38,1
0,1,0,0,0,0,7,,,,,67,,22,0,,,12,9,,0
1,1,0,0,0,0,7,,,,,71,,26,0,,,12,9,,0
1,0,1,0,0,0,1,,,,,,,23,,,,12,12,39,
1,0,1,0,0,0,5,1,0,0,0,75,74,21,1,,16,,,,5
